idMovimiento;Fecha;Cantidad;Concepto;Notas;Cuenta;Saldo_En_Cuenta
-1;30/07/2010;1.800,00 €;3;ingreso sobrante banquete;1;14.423,13 €
-1;30/07/2010;1.800,00 €;3;ingreso sobrante banquete;7;3.988,25 €
-1;22/07/2010;1.800,00 €;3;ingreso sobrante banquete;1;12.623,13 €
-1;22/07/2010;1.800,00 €;3;ingreso sobrante banquete;7;2.188,25 €
-1;20/07/2010;20,59 €;14;meriva perrote;1;10.823,13 €
-1;20/07/2010;20,59 €;14;meriva perrote;7;388,25 €
-1;20/07/2010;-50,00 €;14;meriva perrote;1;10.802,54 €
-1;20/07/2010;-50,00 €;14;meriva perrote;7;367,66 €
-1;20/07/2010;-39,90 €;21;eroski;1;10.852,54 €
-1;20/07/2010;-39,90 €;21;eroski;7;417,66 €
-1;20/07/2010;-77,13 €;21;makro;1;10.892,44 €
-1;20/07/2010;-77,13 €;21;makro;7;457,56 €
-1;20/07/2010;-15,90 €;17;decathlon;1;10.969,57 €
-1;20/07/2010;-15,90 €;17;decathlon;7;534,69 €
-1;20/07/2010;-7,20 €;2;bono 10 viajes;1;10.985,47 €
-1;20/07/2010;-7,20 €;2;bono 10 viajes;7;550,59 €
-1;16/07/2010;150,00 €;3;regalo de silvia;1;10.992,67 €
-1;16/07/2010;150,00 €;3;regalo de silvia;7;557,79 €
-1;16/07/2010;-835,00 €;3;traje ruben;1;10.842,67 €
-1;16/07/2010;-835,00 €;3;traje ruben;7;407,79 €
-1;15/07/2010;-500,00 €;3;efectivo para banquete;1;11.677,67 €
-1;15/07/2010;-500,00 €;3;efectivo para banquete;7;1.242,79 €
-1;13/07/2010;-40,00 €;4;efectivo;1;12.177,67 €
-1;13/07/2010;-40,00 €;4;efectivo;7;1.742,79 €
-1;13/07/2010;600,00 €;3;regalo de alfredo y compa€€a;1;12.217,67 €
-1;13/07/2010;600,00 €;3;regalo de alfredo y compa€€a;7;1.782,79 €
-1;13/07/2010;10,00 €;14;gasofa meriva perrote;1;11.617,67 €
-1;13/07/2010;10,00 €;14;gasofa meriva perrote;7;1.182,79 €
-1;13/07/2010;-50,00 €;14;gasofa meriva perrote;1;11.607,67 €
-1;13/07/2010;-50,00 €;14;gasofa meriva perrote;7;1.172,79 €
-1;13/07/2010;-20,00 €;3;regalos varios para invitados;1;11.657,67 €
-1;13/07/2010;-20,00 €;3;regalos varios para invitados;7;1.222,79 €
-1;13/07/2010;-11,99 €;3;regalos varios para invitados;1;11.677,67 €
-1;13/07/2010;-11,99 €;3;regalos varios para invitados;7;1.242,79 €
-1;13/07/2010;-106,94 €;3;regalos varios para invitados;1;11.689,66 €
-1;13/07/2010;-106,94 €;3;regalos varios para invitados;7;1.254,78 €
-1;13/07/2010;-71,54 €;21;makro alcala;1;11.796,60 €
-1;13/07/2010;-71,54 €;21;makro alcala;7;1.361,72 €
-1;13/07/2010;-30,01 €;14;scort azuqueca;1;11.868,14 €
-1;13/07/2010;-30,01 €;14;scort azuqueca;7;1.433,26 €
-1;09/07/2010;750,00 €;3;ingreso dionisio y familia;1;11.898,15 €
-1;09/07/2010;750,00 €;3;ingreso dionisio y familia;7;1.463,27 €
-1;09/07/2010;-400,99 €;3;cambio a coronas noruegas;1;11.148,15 €
-1;09/07/2010;-400,99 €;3;cambio a coronas noruegas;7;713,27 €
-1;13/08/2010;-27,03 €;17;comer en el abruzzi;1;11.549,14 €
-1;13/08/2010;-27,03 €;17;comer en el abruzzi;4;2.273,71 €
-1;12/08/2010;-17,90 €;17;amichi;1;11.576,17 €
-1;12/08/2010;-17,90 €;17;amichi;4;2.300,74 €
-1;12/08/2010;-16,93 €;17;lavar y peinar;1;11.594,07 €
-1;12/08/2010;-16,93 €;17;lavar y peinar;4;2.318,64 €
-1;11/08/2010;-39,00 €;14;scort azuqueca;1;11.611,00 €
-1;11/08/2010;-39,00 €;14;scort azuqueca;4;2.335,57 €
-1;11/08/2010;-7,20 €;2;bono 10 viajes;1;11.650,00 €
-1;11/08/2010;-7,20 €;2;bono 10 viajes;4;2.374,57 €
-1;10/08/2010;23,50 €;34;para abono transportes;4;2.381,77 €
-1;10/08/2010;-23,50 €;34;para abono transportes;5;2.236,36 €
-1;10/08/2010;-34,82 €;21;hiperusera;1;11.657,20 €
-1;10/08/2010;-34,82 €;21;hiperusera;4;2.358,27 €
-1;10/08/2010;2.000,00 €;34;ahorra a naranja mon;5;2.259,86 €
-1;10/08/2010;-2.000,00 €;34;ahorra a naranja mon;4;2.393,09 €
-1;06/08/2010;-18,10 €;17;corte ingles;1;11.692,02 €
-1;06/08/2010;-18,10 €;17;corte ingles;4;4.393,09 €
-1;06/08/2010;-18,15 €;17;superdescuentos madrid (unos chinos?);1;11.710,12 €
-1;06/08/2010;-18,15 €;17;superdescuentos madrid (unos chinos?);4;4.411,19 €
-1;06/08/2010;-0,45 €;3;peaje salir aeropuerto;1;11.728,27 €
-1;06/08/2010;-0,45 €;3;peaje salir aeropuerto;4;4.429,34 €
-1;05/08/2010;-67,18 €;18;ikea;1;11.728,72 €
-1;05/08/2010;-67,18 €;18;ikea;4;4.429,79 €
-1;05/08/2010;-10,96 €;21;hiperusera;1;11.795,90 €
-1;05/08/2010;-10,96 €;21;hiperusera;4;4.496,97 €
-1;05/08/2010;-275,86 €;13;meriva agosto 2010;1;11.806,86 €
-1;05/08/2010;-275,86 €;13;meriva agosto 2010;4;4.507,93 €
-1;04/08/2010;18,25 €;14;gasofa en perrote;1;12.082,72 €
-1;04/08/2010;18,25 €;14;gasofa en perrote;4;4.783,79 €
-1;04/08/2010;-50,00 €;14;gasofa en perrote;1;12.064,47 €
-1;04/08/2010;-50,00 €;14;gasofa en perrote;4;4.765,54 €
-1;04/08/2010;-5,59 €;14;solred;1;12.114,47 €
-1;04/08/2010;-5,59 €;14;solred;4;4.815,54 €
-1;04/08/2010;280,00 €;34;para pago coche meriva;4;4.821,13 €
-1;04/08/2010;-280,00 €;34;para pago coche meriva;6;111,69 €
-1;04/08/2010;-50,00 €;19;regalo vanessa;1;12.120,06 €
-1;04/08/2010;-50,00 €;19;regalo vanessa;4;4.541,13 €
-1;04/08/2010;-60,57 €;21;carrefour alcala;1;12.170,06 €
-1;04/08/2010;-60,57 €;21;carrefour alcala;4;4.591,13 €
-1;04/08/2010;-48,00 €;24;recibo CSI/CSIF guadalajara;1;12.230,63 €
-1;04/08/2010;-48,00 €;24;recibo CSI/CSIF guadalajara;4;4.651,70 €
-1;03/08/2010;40,00 €;34;para gasofa;4;4.699,70 €
-1;03/08/2010;-40,00 €;34;para gasofa;6;391,69 €
-1;02/08/2010;-57,82 €;32;movistar julio 2010;1;12.278,63 €
-1;02/08/2010;-57,82 €;32;movistar julio 2010;4;4.659,70 €
-1;24/07/2010;40,00 €;34;para gasofa;4;4.717,52 €
-1;24/07/2010;-40,00 €;34;para gasofa;6;431,69 €
-1;23/07/2010;-13,17 €;33;movil ruben julio 2010;1;12.336,45 €
-1;23/07/2010;-13,17 €;33;movil ruben julio 2010;4;4.677,52 €
-1;22/07/2010;-1,75 €;3;autopista peaje al aeropuerto;1;12.349,62 €
-1;22/07/2010;-1,75 €;3;autopista peaje al aeropuerto;4;4.690,69 €
-1;22/07/2010;-290,61 €;28;seguro ford scort 2010-2011;1;12.351,37 €
-1;22/07/2010;-290,61 €;28;seguro ford scort 2010-2011;4;4.692,44 €
-1;21/07/2010;-21,17 €;33;vodafone monica julio 2010;1;12.641,98 €
-1;21/07/2010;-21,17 €;33;vodafone monica julio 2010;4;4.983,05 €
-1;21/07/2010;1.800,00 €;3;ingreso de los 5400 por parte de esther y nuestro;1;12.663,15 €
-1;21/07/2010;1.800,00 €;3;ingreso de los 5400 por parte de esther y nuestro;4;5.004,22 €
-1;19/07/2010;40,00 €;34;para gasofa;4;3.204,22 €
-1;19/07/2010;-40,00 €;34;para gasofa;6;471,69 €
-1;19/07/2010;30,00 €;34;para pago moviles?;4;3.164,22 €
-1;19/07/2010;-30,00 €;34;para pago moviles?;6;511,69 €
-1;19/07/2010;30,00 €;34;para pago moviles?;4;3.134,22 €
-1;19/07/2010;-30,00 €;34;para pago moviles?;5;259,86 €
-1;19/07/2010;28,00 €;34;para pago seguro vida mon;4;3.104,22 €
-1;19/07/2010;-28,00 €;34;para pago seguro vida mon;5;289,86 €
-1;17/07/2010;-6,30 €;3;vije a perrote;1;10.863,15 €
-1;17/07/2010;-6,30 €;3;vije a perrote;4;3.076,22 €
-1;17/07/2010;-60,00 €;3;peluqueria - maquillaje mon;1;10.869,45 €
-1;17/07/2010;-60,00 €;3;peluqueria - maquillaje mon;4;3.082,52 €
-1;16/07/2010;-500,00 €;3;efectivo para banquete;1;10.929,45 €
-1;16/07/2010;-500,00 €;3;efectivo para banquete;4;3.142,52 €
-1;16/07/2010;-500,00 €;3;efectivo para banquete;1;11.429,45 €
-1;16/07/2010;-500,00 €;3;efectivo para banquete;4;3.642,52 €
-1;16/07/2010;-40,39 €;31;seguro vida ruben julio 2010;1;11.929,45 €
-1;16/07/2010;-40,39 €;31;seguro vida ruben julio 2010;4;4.142,52 €
-1;16/07/2010;-26,75 €;31;seguro vida monica julio 2010;1;11.969,84 €
-1;16/07/2010;-26,75 €;31;seguro vida monica julio 2010;4;4.182,91 €
-1;15/07/2010;4.000,00 €;34;para boda;4;4.209,66 €
-1;15/07/2010;-4.000,00 €;34;para boda;6;541,69 €
-1;12/07/2010;-33,00 €;3;depilacion mon;1;11.996,59 €
-1;12/07/2010;-33,00 €;3;depilacion mon;4;209,66 €
-1;12/07/2010;-22,96 €;3;medias mon;1;12.029,59 €
-1;12/07/2010;-22,96 €;3;medias mon;4;242,66 €
-1;12/07/2010;-20,00 €;4;efectivo;1;12.052,55 €
-1;12/07/2010;-20,00 €;4;efectivo;4;265,62 €
-1;12/07/2010;4.500,00 €;34;para sacar efectivo en caja mandril;3;4.990,60 €
-1;12/07/2010;-4.500,00 €;34;para sacar efectivo en caja mandril;4;285,62 €
-1;12/07/2010;4.200,00 €;34;para sacar efectivo en caja mandril;4;4.785,62 €
-1;12/07/2010;-4.200,00 €;34;para sacar efectivo en caja mandril;6;4.541,69 €
-1;12/07/2010;40,00 €;34;para pago gasolina;4;585,62 €
-1;12/07/2010;-40,00 €;34;para pago gasolina;6;8.741,69 €
-1;12/07/2010;23,50 €;34;para abono renfe;4;545,62 €
-1;12/07/2010;-23,50 €;34;para abono renfe;5;317,86 €
-1;09/07/2010;-1,30 €;2;viaje a los madriles;1;12.072,55 €
-1;09/07/2010;-1,30 €;2;viaje a los madriles;4;522,12 €
-1;08/07/2010;-330,00 €;3;vestido monica;1;12.073,85 €
-1;08/07/2010;-330,00 €;3;vestido monica;4;523,42 €
-1;08/07/2010;-30,00 €;3;u€as de monica;1;12.403,85 €
-1;08/07/2010;-30,00 €;3;u€as de monica;4;853,42 €
-1;08/07/2010;850,00 €;34;para pago vestido mon;4;883,42 €
-1;08/07/2010;-850,00 €;34;para pago vestido mon;6;8.781,69 €
-1;07/07/2010;100,00 €;3;ingreso felisa;1;12.433,85 €
-1;07/07/2010;100,00 €;3;ingreso felisa;7;1.114,26 €
-1;07/07/2010;-35,71 €;21;hiper usera;1;12.333,85 €
-1;07/07/2010;-35,71 €;21;hiper usera;7;1.014,26 €
-1;07/07/2010;-7,20 €;2;abono mon;1;12.369,56 €
-1;07/07/2010;-7,20 €;2;abono mon;7;1.049,97 €
-1;07/07/2010;-65,10 €;17;c&a modas;1;12.376,76 €
-1;07/07/2010;-65,10 €;17;c&a modas;7;1.057,17 €
-1;07/07/2010;-22,66 €;21;hiper usera;1;12.441,86 €
-1;07/07/2010;-22,66 €;21;hiper usera;7;1.122,27 €
-1;07/07/2010;-25,43 €;3;plantillas mon farmacia;1;12.464,52 €
-1;07/07/2010;-25,43 €;3;plantillas mon farmacia;7;1.144,93 €
-1;07/07/2010;-59,00 €;3;regalo para mama;1;12.489,95 €
-1;07/07/2010;-59,00 €;3;regalo para mama;7;1.170,36 €
-1;06/07/2010;-7,50 €;3;baratijas pais bonito;1;12.548,95 €
-1;06/07/2010;-7,50 €;3;baratijas pais bonito;7;1.229,36 €
-1;05/07/2010;-40,00 €;4;efectivo;1;12.556,45 €
-1;05/07/2010;-40,00 €;4;efectivo;7;1.236,86 €
-1;29/06/2010;-40,00 €;4;efectivo;1;12.596,45 €
-1;29/06/2010;-40,00 €;4;efectivo;7;1.276,86 €
-1;29/06/2010;-28,72 €;21;hiper usera;1;12.636,45 €
-1;29/06/2010;-28,72 €;21;hiper usera;7;1.316,86 €
-1;28/06/2010;-36,01 €;14;ford;1;12.665,17 €
-1;28/06/2010;-36,01 €;14;ford;7;1.345,58 €
-1;28/06/2010;-46,00 €;3;depilacion limpieza cara monica;1;12.701,18 €
-1;28/06/2010;-46,00 €;3;depilacion limpieza cara monica;7;1.381,59 €
-1;28/06/2010;-7,20 €;2;abono ruben;1;12.747,18 €
-1;28/06/2010;-7,20 €;2;abono ruben;7;1.427,59 €
-1;28/06/2010;175,00 €;3;ingreso para pago chaleco;1;12.754,38 €
-1;28/06/2010;175,00 €;3;ingreso para pago chaleco;7;1.434,79 €
-1;28/06/2010;1.200,00 €;3;ingreso quica;1;12.579,38 €
-1;28/06/2010;1.200,00 €;3;ingreso quica;7;1.259,79 €
-1;21/06/2010;-60,00 €;4;efectivo;1;11.379,38 €
-1;21/06/2010;-60,00 €;4;efectivo;7;59,79 €
-1;14/06/2010;-60,00 €;4;efectivo;1;11.439,38 €
-1;14/06/2010;-60,00 €;4;efectivo;7;119,79 €
-1;01/06/2010;-10,00 €;17;primark;1;11.499,38 €
-1;01/06/2010;-10,00 €;17;primark;7;179,79 €
-1;25/05/2010;-100,00 €;3;traje ruben entrada;1;11.509,38 €
-1;25/05/2010;-100,00 €;3;traje ruben entrada;7;189,79 €
-1;25/05/2010;-17,52 €;21;alcampo alcala;1;11.609,38 €
-1;25/05/2010;-17,52 €;21;alcampo alcala;7;289,79 €
-1;25/05/2010;-7,95 €;17;pimkie;1;11.626,90 €
-1;25/05/2010;-7,95 €;17;pimkie;7;307,31 €
-1;25/05/2010;-15,55 €;17;springfield;1;11.634,85 €
-1;25/05/2010;-15,55 €;17;springfield;7;315,26 €
-1;25/05/2010;15,55 €;17;pimkie;1;11.650,40 €
-1;25/05/2010;15,55 €;17;pimkie;7;330,81 €
-1;25/05/2010;-15,55 €;17;pimkie;1;11.634,85 €
-1;25/05/2010;-15,55 €;17;pimkie;7;315,26 €
-1;17/05/2010;-40,00 €;4;efectivo;1;11.650,40 €
-1;17/05/2010;-40,00 €;4;efectivo;7;330,81 €
-1;17/05/2010;-40,00 €;4;efectivo;1;11.690,40 €
-1;17/05/2010;-40,00 €;4;efectivo;7;370,81 €
-1;17/05/2010;-60,00 €;4;efectivo;1;11.730,40 €
-1;17/05/2010;-60,00 €;4;efectivo;7;410,81 €
-1;05/07/2010;-10,00 €;4;efectivo mon;1;11.790,40 €
-1;05/07/2010;-10,00 €;4;efectivo mon;3;490,60 €
-1;08/07/2010;-48,00 €;3;invitacion monica a los del curro;1;11.800,40 €
-1;08/07/2010;-48,00 €;3;invitacion monica a los del curro;4;33,42 €
-1;07/07/2010;-60,46 €;10;recibo luz julio 2010;1;11.848,40 €
-1;07/07/2010;-60,46 €;10;recibo luz julio 2010;4;81,42 €
-1;05/07/2010;-5,00 €;17;gallumbos;1;11.908,86 €
-1;05/07/2010;-5,00 €;17;gallumbos;4;141,88 €
-1;05/07/2010;-95,07 €;14;gasolina repsol julio 2010;1;11.913,86 €
-1;05/07/2010;-95,07 €;14;gasolina repsol julio 2010;4;146,88 €
-1;05/07/2010;-275,86 €;13;pago meriva julio 2010;1;12.008,93 €
-1;05/07/2010;-275,86 €;13;pago meriva julio 2010;4;241,95 €
-1;05/07/2010;280,00 €;34;para pago coche;4;517,81 €
-1;05/07/2010;-280,00 €;34;para pago coche;6;9.631,69 €
-1;05/07/2010;40,00 €;34;para gasofa;4;237,81 €
-1;05/07/2010;-40,00 €;34;para gasofa;6;9.911,69 €
-1;02/07/2010;-44,80 €;17;compras a arturo y fani delirium boutique;1;12.284,79 €
-1;02/07/2010;-44,80 €;17;compras a arturo y fani delirium boutique;4;197,81 €
-1;02/07/2010;5.950,00 €;34;ahorro;6;9.951,69 €
-1;02/07/2010;-5.950,00 €;34;ahorro;4;242,61 €
-1;02/07/2010;-32,49 €;11;ayto pioz;1;12.329,59 €
-1;02/07/2010;-32,49 €;11;ayto pioz;4;6.192,61 €
-1;02/07/2010;100,00 €;3;ingreso ana mansilla (veterinaria);1;12.362,08 €
-1;02/07/2010;100,00 €;3;ingreso ana mansilla (veterinaria);4;6.225,10 €
-1;01/07/2010;-50,00 €;4;efectivo;1;12.262,08 €
-1;01/07/2010;-50,00 €;4;efectivo;4;6.125,10 €
-1;01/07/2010;-7,20 €;2;bono 10 ruben o monica;1;12.312,08 €
-1;01/07/2010;-7,20 €;2;bono 10 ruben o monica;4;6.175,10 €
-1;01/07/2010;-75,52 €;32;movistar;1;12.319,28 €
-1;01/07/2010;-75,52 €;32;movistar;4;6.182,30 €
-1;30/06/2010;-42,00 €;3;limpieza cara mon;1;12.394,80 €
-1;30/06/2010;-42,00 €;3;limpieza cara mon;3;500,60 €
-1;30/06/2010;-4,20 €;24;comision transferencia 6k euros a ing;1;12.436,80 €
-1;30/06/2010;-4,20 €;24;comision transferencia 6k euros a ing;3;542,60 €
-1;30/06/2010;6.000,00 €;34;eliminar dinero caja mandril;4;6.257,82 €
-1;30/06/2010;-6.000,00 €;34;eliminar dinero caja mandril;3;546,80 €
-1;30/06/2010;2.249,26 €;23;nomina monica junio 2010;1;12.441,00 €
-1;30/06/2010;2.249,26 €;23;nomina monica junio 2010;3;6.546,80 €
-1;29/06/2010;-15,82 €;3;mas de pontejos;1;10.191,74 €
-1;29/06/2010;-15,82 €;3;mas de pontejos;3;4.297,54 €
-1;29/06/2010;-0,40 €;3;Comision transferencia - pago Casa de la Ermita;1;10.207,56 €
-1;29/06/2010;-0,40 €;3;Comision transferencia - pago Casa de la Ermita;3;4.313,36 €
-1;29/06/2010;-420,00 €;3;pago Casa de la Ermita;1;10.207,96 €
-1;29/06/2010;-420,00 €;3;pago Casa de la Ermita;3;4.313,76 €
-1;28/06/2010;-100,00 €;3;para comprar tabaco boda;1;10.627,96 €
-1;28/06/2010;-100,00 €;3;para comprar tabaco boda;3;4.733,76 €
-1;28/06/2010;1.459,30 €;23;ruben junio 2010;1;10.727,96 €
-1;28/06/2010;1.459,30 €;23;ruben junio 2010;3;4.833,76 €
-1;23/06/2010;-674,61 €;9;pago hipoteca junio 2010;1;9.268,66 €
-1;23/06/2010;-674,61 €;9;pago hipoteca junio 2010;3;3.374,46 €
-1;23/06/2010;-9,99 €;17;cortar pelo ruben;1;9.943,27 €
-1;23/06/2010;-9,99 €;17;cortar pelo ruben;3;4.049,07 €
-1;01/07/2010;0,67 €;25;intereses a mi favor;1;9.953,26 €
-1;01/07/2010;0,67 €;25;intereses a mi favor;16;9,82 €
-1;01/07/2010;0,01 €;25;intereses a mi favor;1;9.952,59 €
-1;01/07/2010;0,01 €;25;intereses a mi favor;15;4,88 €
-1;01/07/2010;0,01 €;34;intereses a mi favor;15;4,87 €
-1;01/07/2010;-0,01 €;34;intereses a mi favor;6;4.001,69 €
-1;01/07/2010;0,01 €;34;intereses a mi favor;6;4.001,70 €
-1;01/07/2010;-0,01 €;34;intereses a mi favor;15;4,86 €
-1;01/07/2010;0,05 €;25;intereses a mi favor;1;9.952,58 €
-1;01/07/2010;0,05 €;25;intereses a mi favor;13;0,25 €
-1;01/07/2010;0,43 €;25;intereses a mi favor;1;9.952,53 €
-1;01/07/2010;0,43 €;25;intereses a mi favor;12;0,83 €
-1;01/07/2010;3,05 €;25;intereses a mi favor;1;9.952,10 €
-1;01/07/2010;3,05 €;25;intereses a mi favor;6;4.001,69 €
-1;26/06/2010;800,00 €;34;desahorro;6;3.998,64 €
-1;26/06/2010;-800,00 €;34;desahorro;16;9,15 €
-1;26/06/2010;58,00 €;34;desahorro;6;3.198,64 €
-1;26/06/2010;-58,00 €;34;desahorro;13;0,20 €
-1;26/06/2010;520,00 €;34;desahorro;6;3.140,64 €
-1;26/06/2010;-520,00 €;34;desahorro;12;0,40 €
-1;24/06/2010;300,00 €;34;reembolso fondos;6;2.620,64 €
-1;24/06/2010;-300,00 €;34;reembolso fondos;11;747,00 €
-1;24/06/2010;300,00 €;3;reembolso fondos;1;9.949,05 €
-1;24/06/2010;300,00 €;3;reembolso fondos;11;1.047,00 €
-1;24/06/2010;-300,00 €;3;reembolso fondos;1;9.649,05 €
-1;24/06/2010;-300,00 €;3;reembolso fondos;11;747,00 €
-1;28/06/2010;9,00 €;34;suscripciones fondos;11;1.047,00 €
-1;28/06/2010;-9,00 €;34;suscripciones fondos;6;2.320,64 €
-1;24/06/2010;9,00 €;34;suscripciones fondos;11;1.038,00 €
-1;24/06/2010;-9,00 €;34;suscripciones fondos;6;2.329,64 €
-1;28/06/2010;200,00 €;34;desahorro;6;2.338,64 €
-1;28/06/2010;-200,00 €;34;desahorro;4;257,82 €
-1;28/06/2010;30,00 €;34;para pago abono tren;4;457,82 €
-1;28/06/2010;-30,00 €;34;para pago abono tren;6;2.138,64 €
-1;28/06/2010;100,00 €;34;€? Luz €?;4;427,82 €
-1;28/06/2010;-100,00 €;34;€? Luz €?;5;341,36 €
-1;28/06/2010;100,00 €;34;para pago abono mon;4;327,82 €
-1;28/06/2010;-100,00 €;34;para pago abono mon;6;2.168,64 €
-1;24/06/2010;-60,00 €;3;pago habitacion mayte y toni;1;9.949,05 €
-1;24/06/2010;-60,00 €;3;pago habitacion mayte y toni;4;227,82 €
